,eid,phrases,pred,text,rouge_1,rouge_2,rouge_l,greedy,beam
14,82YGtjc5KKikNiqBZ33qzw,"summarize:  AMAZING customer,best sushi,Great ambience,fresh everything,reasonable prices,attentive Service,very extensive menu,best desserts,Great tapas kirin draft pitcher,super lit happy hour menu,Japanese style tapas,varied selection of robata items,good food,mediocre service,Ridiculous wait time",this is by far the best japanese food i have had in a long time. the ambiance is great and the customer service is amazing. the wait staff is super friendly and attentive. the menu is extensive and the prices are very reasonable for the quality of the food you get. everything is fresh and delicious. the appetizers are," Everything about this restaurant is great. The staff, the atmosphere and of course the food are all top notch. This is the type of experience that you expect when you go to place like this. They have such a wide variety that everyone in your party will be pleased with the options. Some nights they have specials which cut the cost down significantly. ",0.31147540983606553,0.05,0.19672131147540986,"I've been to this place twice and both times the customer service was AMAZING! The sushi is the best I'd ever had. Great ambience, very clean, and the prices are reasonable. The menu is very extensive and the selection of desserts is the way to go. The only thing I didn'",This place has AMAZING customer service. The sushi is the best I've had in a long time. Great ambience and atmosphere. The prices are reasonable. The menu has a very extensive selection. The best part is that you can get a lot of food for the price. They also have a
15,4uZkUUbl6dr_bjmS2QNnbA,"summarize: great nails,very nice everyone,clean Salon,wonderful place,free water,awesome customer service,super trendy salon,cute inside,recommend place,Good energy,friendly and efficient gentleman,beautiful Place,amazing owner,great nail techs,fun atmosphere",this is a cute nail salon with amazing customer service. everyone is super friendly and the salon is very clean. they have a great selection of colors to choose from. the salon itself is beautiful and has a great vibe to it. everyone is very nice and friendly. i highly recommend this place!," This newly opened spa is great! They offer gel manicures as well as acrylics, and they have lots of colors to choose from. The staff are professional, kind, and talented. They are willing to offer advice if you're unsure what you want, and they do beautiful work. ",0.31683168316831684,0.12121212121212123,0.27722772277227725,I have been coming here for a few years now. I have never had a bad experience. I've had great nails and a very nice everyone. Salon is clean and well maintained. They have a great selection of colors and colors. They also have bottled water and bottled beer.,I've been coming here for a few years now and I have never had a bad experience. My nails are great and everyone is very nice. Salon is clean and they have a great selection of colors to choose from. They also have free water and tea while you wait for your appointment. The
16,0GVu1xLqxbUQLfSCp25OGQ,"summarize: favorite boba joint,always made fresh tea,always perfectly made boba,too sweet Honey Milk Tea Boba,great boba milk tea,different flavors of milk tea,reasonably fair Prices,Very friendly staff,recommend Brown Sugar Milk Tea,acquired taste sushi,n't so great drinks,dirty place,really good peach,super light milk tea,Huge menu",this is my favorite boba boba joint in the valley. the boba is always fresh and the boba tea is really good. the boba drinks are really good and the milk tea is always fresh. the prices are super reasonable and the staff is always super friendly. i highly recommend this place to anyone looking for a great boba," The service and boba here is fantastic. Everything that they make comes out fresh and the boba here is also perfect with just the right amount of chewiness. You can always determine how sweet you want your boba here, and I have generally found that their teas are a bit lighter on the stomach than the normal milk tea. The next time you are in the mood for some boba this is a place you should definitely check out! ",0.39130434782608703,0.08823529411764706,0.2608695652173913,I love this place. It's my favorite boba joint in the valley. The tea is always made fresh and the tea is so good. The bobboba is always perfectly made and the bobs are always fresh. The prices are so reasonable. The only thing I don't like,This is my favorite boba joint in the valley. The tea is always made fresh and they have a lot of options to choose from. The honey Milk Tea is a great way to start the day. The flavors of the milk tea are different from the other places I've been to. The
17,ILMskiLWsOgnaLTFHDEsbu,"summarize: cold sauce,cheap meals,a bit dry meat,fantastic chicken,great spot,Friendly staff,great food,moist Brisket,signature tomato based,favorite bbq sauce,good pulled pork,much better brisket,excellent customer service,highpoint ribs,great meals",great food and great customer service. i had the pulled pork sandwich and it was excellent. the brisket was moist and the sauce was a little too sweet for my liking. the pulled chicken was dry and the mac and cheese was good. the brisket and brisket was a bit dry but still good. the staff was friendly and," If you are looking for some of the best bar b que in the Pittsburgh area this place is the place to check out. The brisket and pork here is amazing and always comes out cooked to perfection. The staff is extremely friendly as well, it has a lot of the southern hospitality up here in the north. The staff is always accommodating to new people as well and will go out of their way to make sure that you will get an entree that you will truly enjoy! ",0.2297297297297297,0.041095890410958916,0.14864864864864866,"I've been here twice and both times I'm not disappointed. The first time I had the chicken kabobs and the second time I got the chicken and a side of fries. The second time, I got a chicken shawarma plate. The sauce was cold and the meat was",I've been here a few times and have never been disappointed. The meat is a bit dry and the sauce is cold. It's a great spot to grab a bite to eat. I'm a big fan of the brisket and the ribs.
18,2jqUYcKMYZXnpxNTkORJgQ,"summarize: not good Coffee,good service,great food,deliciously seasoned potato wedges,up there spinach,best burger,superb ricotta blueberry pancakes,love vegetarian muffaletta sandwich,impressed food,best place,Nice place,great eggs and corned beef hash special,delicious breakfast,reasonable price,flavorful bbq",i love this place. the food is great and the service is excellent. the breakfast sandwich is the best i have had in a long time. i had the corned beef sandwich and it was flavorful and the hash browns were delicious. i also had the french toast which was the best i've ever had. i also tried the," They have great breakfast here. Lunch is pretty good too but not as good as the breakfast. Didn't expect much while deciding to enter on a whim, but pleasantly surprised one we were inside and seated. You have to try the pancakes, they are also a winner, and the hash as well. There's a lot to offer here so we'll be back for sure. ",0.1889763779527559,0.048,0.14173228346456695,"I've been here twice and both times I'm not disappointed. Coffee is not good, service is good, food is great. I'll be back for sure. The burger is the best I'd ever had. The fries are so good. The potato wedges are a little too","Coffee is not good. The service is good and the food is great. The potato wedges are the best I've ever had. I'm not a big fan of the burgers, but they're a little too salty for my taste. The burger isn't"
19,7v91woy8IpLrqXsRvxj_vw,"summarize: good Food,Slow service,Orgasmically delicious pulled pork eggs benny,great friendly sevice,fresh baked,really nice and Patio,busier place,packed service,good Atmosphere,big place,small sitting area,below average Food,nice Presentation,good taste,fine service","the food was good and the service was fine. the atmosphere was nice, and the atmosphere is nice. the service is slow and the food is mediocre. i had the pulled pork sandwich and it was really good. the french onion soup was a little small but the flavor was good. the place has a nice patio area and"," The dining room here is a bit small, but it lends to it having a comfortable and cozy atmosphere. I have really enjoyed all the entrees that I have tried here. The breakfast food is fantastic, and the staff is very helpful. Sometimes there is a bit of a wait, but if you make it in at the right times then it is not too bad. Definitely give it a shot the next time you are looking for some good breakfast foods! ",0.297872340425532,0.04316546762589928,0.19858156028368795,Food is good. Slow service. Ordered the pulled pork eggs and they were a little dry. The pulled pork was a bit dry and the brisket was stale. The brie was ok. The meat was sliced up and sliced. The sauce was ,"Food was good. Slow service. Ordered the pulled pork eggs and they were a little too salty for my taste. The pulled pork was a tad overcooked and a bit too much for my liking. The meat wasn't the best I've ever had, but"
20,86stmK3Vm2f5W6PdyvuLrQ,"summarize: good Service,Good leadership,love grilled cheese,extremely slow service,medium rare Roma Pepper Steak,good weight watchers meal,very tasty meal,Friendly staff,quick service,reeeeeeeally good food,Great staff,ok Food,snarky waitress,uncaring employee,hardly ever ontime order",the food was good and the service was quick. the staff was very friendly and helpful. the service is quick and the staff is very quick to make sure our order was correct. i had the grilled cheese steak and it was very good. my husband had the philly cheese steak which he said was good but it was," Not the best experience here. Seems like the staff are a mess and have no idea what they are doing, including the cooks. Food can be overcooked, under-cooked or just plain wrong. Waitress seems to be oblivious to what's going on around her. Maybe it was just a bad day, I don't know, but it can be really inconsistent. ",0.18181818181818185,0.03361344537815126,0.1487603305785124,Service was good. Good leadership. I love the grilled cheese. I had the burger and fries. The fries were a little too salty for my taste. The burger was a tad dry. The service was extremely slow. I was seated at a table and the,Service is good. Good leadership. I love the grilled cheese. The service is extremely slow. I'm not sure if it's because they're busy but I've never had to wait long for a drink. The food is also very tasty. I had the Roma Pepper Steak
21,wHswySRYvUDgQulMMGYaIo,"summarize: good food,exceptional service,good spot,limited parking,free meal,so manager,recommend famous,best lunch location,Filling great,longer wait,dry Meats,dry French fries,incredibly dry foods,best chili,super nice and friendly manager",this is one of the best lunch places i have ever been to. the service is great and the manager is incredibly nice and friendly. the food is good and the prices are incredibly reasonable. the meat is moist and the meat was moist and juicy. i would recommend this location to anyone looking for a good meal and," Food is overall pretty good, but it's inconsistent. I don't like that sometimes it's good and sometimes its not. Probably the quality of chefs is not the same. The service does make up for the sometimes inconsistency in food quality though. Their Burgers are pretty good though. Other food, hit and miss. ",0.2631578947368421,0.053571428571428575,0.17543859649122806,"The food is good, but the service is exceptional. The location is a good spot to grab a quick meal. The only reason I'm giving it 4 stars is because the parking is limited. The food takes a while to come out. The wait is usually longer than expected. The meat is","The food is good, but the service is exceptional. It's a good spot to grab a quick bite to eat. There's limited parking, but it's worth the wait. I've never had a bad meal here. The only reason I didn't give it 5"
22,1e6Xtmd4BetTnsoRCK3J5g,"summarize:  Delicious cup of,Great service,super clean nice location,comfy brown lawyer seats,non fat vanilla iced tea,most comfortable coffee shop,comfy chairs,little tables,big water container,happy workers,happy customers,$ 9 for sandwich",i have been to this location a few times and have never had a bad experience. the baristas are super nice and the service is great. the location is clean and the coffee is delicious. i like the free wi - fi is free and the iced tea is the best i've ever had. i love that they have," The staff here is very friendly and accommodating. They make sure to keep everything clean, which can sometimes be a challenge when you're working in an airport and have so many people coming through. The coffee and sandwiches always wind up being delicious too! ",0.25,0.0392156862745098,0.1346153846153846,Delicious cup of coffee. Great service and super clean nice location. I had the iced tea and it was a nice touch. The ice cream was soooo good. The vanilla ice tea was nt too sweet and it had a good amount of sweetness. The coffee shop is,"Delicious cup of coffee. Great service and super clean nice location. I'm not a big coffee drinker, but they have a lot of options. I had a vanilla iced tea and it was a little too sweet for my taste, but it wasn't bad either. The"
23,0M2Us97NRafGL6Tojx2gbw,"summarize: Crazy cover charge,tiny dive bar,somewhat western interiors,Good place,relaxed crown,enjoying drinks,recommend place,always kept up with waitress,priced right Drinks,Noisy atmosphere,pricey drinks,shapely servers,provided lackluster,rude staff,worse bouncer",this is a dive bar with some of the best drinks in town. the atmosphere is trendy and the staff is always on top of things. the drinks are watered down and the drinks and drinks are cheap. the place is tiny and the atmosphere makes up for it. i would recommend this place to anyone looking for a," A lot of regulars come here which makes it a bit awkward for new people because you feel like you're intruding somewhat. Music is kind of loud and the bathrooms, wow, pretty outdated and nasty. I don't think they are cleaned much. Nothing special about this place, and staff can be rude if you're not a ""regular"". So so bar too. ",0.2764227642276423,0.033057851239669415,0.17886178861788615,I love this place. I've been here a few times and I'm always happy. I love the fact that they have a drive thru. I like the fact they have the option to sit at the window. I think it's a little too much for me. I don',"Crazy cover charge for a tiny dive bar. I've been here a few times and have never been disappointed. The interior has a lot of character and it's a great place to hang out with friends. The drinks are a little on the pricey side, but"
24,7gjYJ6leqm2IMJXNpKvIlw,"summarize: Terrible service,Perfect Cheese Steak,few Capistrami,no - frills shop,really reasonably priced sandwiches,fantastic deli sandwich,lacking quality control,cold bread,Great food",this is a fantastic deli sandwich shop with great quality food and fantastic service. i had the steak sandwich and it was fantastic. i also had the philly cheese steak sandwich which was really tasty. the only thing i didn't like was the bread. the only reason i didn't give it 5 stars is because the prices are reasonably, I had heard a lot about this place before and so now that I was finally back in Vegas I decided to check it out. They know how to do sandwiches right and I would say this is probably the best Philly cheese steak that you can get on this side of the country. The place has bar like seating so it's a very casual experience but still an enjoyable one. ,0.2706766917293233,0.045801526717557266,0.18045112781954886,"Terrible service. I ordered the "" Perfect Cheese Steak "" and it was a little too salty for my taste. The "" Special "" was grilled cheese with a side of fries. The fries were a tad too saltier than I would like. The sandwiches were really reasonably","Terrible service. Ordered a cheesesteak and a side of fries. Perfect Cheese Steak. The fries were a little too salty for my taste. The deli sandwich was a tad overcooked, but the sandwiches were really reasonably priced. The only reason I"
25,57_msr8gjNakjGO-1f6B_g,"summarize: quite consistent place, Yummy,enjoy broth,very small portion,pretty standard interior,authentic taste,good grasp of Vietnamese pho soup broth,thicker vermicelli noodles,Great service,cheap prices,4 star experience,pink chicken,Good decent pho,boiling flavours,nice menu","this is my go - to pho place in the area. the pho broth is very good and the broth is decent. the broth has a lot of flavour to it and the noodles are fresh. the pho noodles are decent, but the broth of the pho is also decent. the service is also very nice and the interior"," Good pho here. Tastes authentic and pretty close to other places. Service is kind of lackluster though, but the food is good. The problem though is that this place can be a bit up and down on consistency and you're never going to get anything exactly the same. So some days you may like it and others you may not. ",0.33613445378151263,0.05128205128205128,0.18487394957983191,This place is quite consistent. I've been here twice and both times I'm not disappointed. The broth is very good and the broth is a very small portion. The pho isn't bad either. The portion is very small and the taste isnt as good as other ,"This place is quite consistent. Yummy pho. The broth is very small and the broth isn't too salty. It's a good grasp of Vietnamese / Vietnamese food. I'm not a huge fan of the pho, but it's not bad either."
26,82hYL5WPQpvxg8ekDsB83A,"summarize: good food,great whole wheat pasta,really quick food,worst meals,good service,excellent menu,best mussels,excellent gravy mushroom sauce,awesome pork chop,really really good Bryan chicken,very slow service,large portions,17 dollars for chicken Parmesan,expensive everything,barely any cheese or meat",the food was excellent and the service was excellent. i had the chicken parm and it was the best i have had in a long time. the french dip was really good and the portions were large. i also had the pulled pork which was the worst i have ever had in my life. i also ordered the chicken, Without a doubt the worst service I have had from a restaurant in a long time. The staff was rude and didn't listen to my requests. The food was horrible and left me feeling sick. This is not a place that I will go back to any time soon. ,0.29357798165137616,0.11214953271028036,0.22018348623853207,The food is good. The whole menu is great. The hummus and humus is a great starter. The bread is soooo good. I've had the hummas and baba ghanoush. The chicken and gyro meat is so tender and,"The food was good, the whole thing was really good. The whole wheat pasta was great. The service was good and the food came out really quick. The best part of the meal was the hummus. It was the best I've had in a long time. The gravy mushroom sauce was"
